"company","year","sales"
"대우조선해양","실적2018",96444
"대우조선해양","실적2019",83587
"대우조선해양","실적2020",73378
"대웅","실적2017",11240
"대웅","실적2018",12313
"대웅","실적2019",13657
"대웅","실적2020",NA
"대웅제약","실적2017",9603
"대웅제약","실적2018",10314
"대웅제약","실적2019",11134
"대웅제약","실적2020",10470
"대원","실적2017",2700
"대원","실적2018",3330
"대원","실적2019",2486
"대원","실적2020",NA
"대원강업","실적2017",10282
"대원강업","실적2018",9954
"대원강업","실적2019",9602
"대원강업","실적2020",NA
"대원미디어","실적2017",1207
"대원미디어","실적2018",1634
"대원미디어","실적2019",1915
"대원미디어","실적2020",NA
"대원산업","실적2017",7970
"대원산업","실적2018",6970
"대원산업","실적2019",6610
"대원산업","실적2020",NA
"대원전선","실적2017",5051
"대원전선","실적2018",4295
"대원전선","실적2019",4013
"대원전선","실적2020",NA
"대원제약","실적2017",2655
"대원제약","실적2018",2867
"대원제약","실적2019",3178
"대원제약","실적2020",3212
"대원화성","실적2017",1184
"대원화성","실적2018",1146
"대원화성","실적2019",1331
"대원화성","실적2020",NA
"대유","실적2017",285
"대유","실적2018",287
"대유","실적2019",297
"대유","실적2020",NA
"대유에이텍","실적2017",10699
"대유에이텍","실적2018",11102
"대유에이텍","실적2019",12850
"대유에이텍","실적2020",NA
"대유에이피","실적2017",2066
"대유에이피","실적2018",1940
"대유에이피","실적2019",1575
"대유에이피","실적2020",NA
"대유플러스","실적2017",4577
"대유플러스","실적2018",5034
"대유플러스","실적2019",5300
"대유플러스","실적2020",NA
"대정화금","실적2017",665
"대정화금","실적2018",738
"대정화금","실적2019",796
"대정화금","실적2020",NA
"대주산업","실적2017",855
"대주산업","실적2018",841
"대주산업","실적2019",843
"대주산업","실적2020",NA
"대주전자재료","실적2017",934
"대주전자재료","실적2018",1029
"대주전자재료","실적2019",1164
"대주전자재료","실적2020",1517
"대창","실적2017",9833
"대창","실적2018",9513
"대창","실적2019",8990
"대창","실적2020",NA
"대창단조","실적2017",2576
"대창단조","실적2018",3205
"대창단조","실적2019",2773
"대창단조","실적2020",NA
"대창솔루션","실적2017",428
"대창솔루션","실적2018",517
"대창솔루션","실적2019",652
"대창솔루션","실적2020",NA
"대창스틸","실적2017",2448
"대창스틸","실적2018",2179
"대창스틸","실적2019",1976
"대창스틸","실적2020",NA
"대한과학","실적2017",414
"대한과학","실적2018",471
"대한과학","실적2019",552
"대한과학","실적2020",NA
"대한광통신","실적2017",1397
"대한광통신","실적2018",1671
"대한광통신","실적2019",1543
"대한광통신","실적2020",NA
"대한그린파워","실적2017",321
"대한그린파워","실적2018",296
"대한그린파워","실적2019",157
"대한그린파워","실적2020",NA
"대한뉴팜","실적2017",1308
"대한뉴팜","실적2018",1195
"대한뉴팜","실적2019",1341
"대한뉴팜","실적2020",NA
"대한방직","실적2017",2086
"대한방직","실적2018",2090
"대한방직","실적2019",1563
"대한방직","실적2020",NA
"대한약품","실적2017",1444
"대한약품","실적2018",1587
"대한약품","실적2019",1688
"대한약품","실적2020",1703
"대한유화","실적2017",17794
"대한유화","실적2018",25540
"대한유화","실적2019",20743
"대한유화","실적2020",18551
"대한전선","실적2017",15702
"대한전선","실적2018",16488
"대한전선","실적2019",15547
"대한전선","실적2020",NA
"대한제강","실적2017",12285
"대한제강","실적2018",11338
"대한제강","실적2019",10217
"대한제강","실적2020",11095
"대한제당","실적2017",12745
"대한제당","실적2018",12084
"대한제당","실적2019",12044
"대한제당","실적2020",NA
"대한제분","실적2017",8108
"대한제분","실적2018",8646
"대한제분","실적2019",9339
"대한제분","실적2020",NA
"대한항공","실적2017",120922
"대한항공","실적2018",130116
"대한항공","실적2019",126834
"대한항공","실적2020",77909
"대한해운","실적2017",15264
"대한해운","실적2018",12846
"대한해운","실적2019",10057
"대한해운","실적2020",9286
"대한화섬","실적2017",1108
"대한화섬","실적2018",1077
"대한화섬","실적2019",1142
"대한화섬","실적2020",NA
"대현","실적2017",2837
"대현","실적2018",2863
"대현","실적2019",2996
"대현","실적2020",NA
"대호에이엘","실적2017",1263
"대호에이엘","실적2018",1324
"대호에이엘","실적2019",1175
"대호에이엘","실적2020",NA
"대호피앤씨","실적2017",2053
"대호피앤씨","실적2018",2099
"대호피앤씨","실적2019",2042
"대호피앤씨","실적2020",NA
"대화제약","실적2017",1222
"대화제약","실적2018",1101
"대화제약","실적2019",1146
"대화제약","실적2020",NA
"더네이쳐홀딩스","실적2017",692
"더네이쳐홀딩스","실적2018",1412
"더네이쳐홀딩스","실적2019",2353
"더네이쳐홀딩스","실적2020",2916
"더블유게임즈","실적2017",3193
"더블유게임즈","실적2018",4830
"더블유게임즈","실적2019",5138
"더블유게임즈","실적2020",6793
"더블유에프엠","실적2017",128
"더블유에프엠","실적2018",87
"더블유에프엠","실적2019",81
"더블유에프엠","실적2020",NA
"더존비즈온","실적2017",2044
"더존비즈온","실적2018",2269
"더존비즈온","실적2019",2627
"더존비즈온","실적2020",3035
"덕산네오룩스","실적2017",1004
"덕산네오룩스","실적2018",907
"덕산네오룩스","실적2019",979
"덕산네오룩스","실적2020",1387
"덕산테코피아","실적2017",798
"덕산테코피아","실적2018",709
"덕산테코피아","실적2019",618
"덕산테코피아","실적2020",768
"덕산하이메탈","실적2017",451
"덕산하이메탈","실적2018",478
"덕산하이메탈","실적2019",518
"덕산하이메탈","실적2020",NA
"덕성","실적2017",1007
"덕성","실적2018",837
"덕성","실적2019",867
"덕성","실적2020",NA
"덕신하우징","실적2017",1259
"덕신하우징","실적2018",1354
"덕신하우징","실적2019",1490
"덕신하우징","실적2020",NA
"덕양산업","실적2017",10465
"덕양산업","실적2018",12922
"덕양산업","실적2019",13594
"덕양산업","실적2020",NA
"덕우전자","실적2017",1133
"덕우전자","실적2018",884
"덕우전자","실적2019",1294
"덕우전자","실적2020",NA
"데브시스터즈","실적2017",172
"데브시스터즈","실적2018",357
"데브시스터즈","실적2019",376
"데브시스터즈","실적2020",NA
"데이타솔루션","실적2017",900
"데이타솔루션","실적2018",981
"데이타솔루션","실적2019",1012
"데이타솔루션","실적2020",NA
"데일리블록체인","실적2017",493
"데일리블록체인","실적2018",383
"데일리블록체인","실적2019",807
"데일리블록체인","실적2020",NA
"덱스터","실적2017",253
"덱스터","실적2018",392
"덱스터","실적2019",555
"덱스터","실적2020",NA
"덴티스","실적2017",NA
"덴티스","실적2018",NA
"덴티스","실적2019",NA
"덴티스","실적2020",NA
"덴티움","실적2017",1506
"덴티움","실적2018",1863
"덴티움","실적2019",2526
"덴티움","실적2020",2207
"도이치모터스","실적2017",9502
"도이치모터스","실적2018",10583
"도이치모터스","실적2019",12087
"도이치모터스","실적2020",14475
"도화엔지니어링","실적2017",3990
"도화엔지니어링","실적2018",4025
"도화엔지니어링","실적2019",5161
"도화엔지니어링","실적2020",5978
"동구바이오제약","실적2017",1011
"동구바이오제약","실적2018",1048
"동구바이오제약","실적2019",1252
"동구바이오제약","실적2020",NA
"동국S&C","실적2017",3679
"동국S&C","실적2018",3631
"동국S&C","실적2019",3178
"동국S&C","실적2020",NA
"동국산업","실적2017",7844
"동국산업","실적2018",7578
"동국산업","실적2019",6737
"동국산업","실적2020",NA
"동국알앤에스","실적2017",952
"동국알앤에스","실적2018",1016
"동국알앤에스","실적2019",1018
"동국알앤에스","실적2020",NA
"동국제강","실적2017",60493
"동국제강","실적2018",59649
"동국제강","실적2019",56584
"동국제강","실적2020",52186
"동국제약","실적2017",3548
"동국제약","실적2018",4008
"동국제약","실적2019",4823
"동국제약","실적2020",5651
"동남합성","실적2017",1374
"동남합성","실적2018",1393
"동남합성","실적2019",1261
"동남합성","실적2020",NA
"동방","실적2017",4670
"동방","실적2018",5264
"동방","실적2019",6330
"동방","실적2020",NA
"동방선기","실적2017",193
"동방선기","실적2018",171
"동방선기","실적2019",236
"동방선기","실적2020",NA
"동방아그로","실적2017",1202
"동방아그로","실적2018",1211
"동방아그로","실적2019",1246
"동방아그로","실적2020",NA
"동부건설","실적2017",7015
"동부건설","실적2018",8982
"동부건설","실적2019",11554
"동부건설","실적2020",12510
"동서","실적2017",5591
"동서","실적2018",5635
"동서","실적2019",5022
"동서","실적2020",NA
"동성제약","실적2017",824
"동성제약","실적2018",919
"동성제약","실적2019",865
"동성제약","실적2020",NA
"동성코퍼레이션","실적2017",8273
"동성코퍼레이션","실적2018",8131
"동성코퍼레이션","실적2019",8498
"동성코퍼레이션","실적2020",NA
"동성화인텍","실적2017",2310
"동성화인텍","실적2018",1881
"동성화인텍","실적2019",2533
"동성화인텍","실적2020",3826
"동성화학","실적2017",2043
"동성화학","실적2018",1914
"동성화학","실적2019",2010
"동성화학","실적2020",1837
"동신건설","실적2017",526
"동신건설","실적2018",271
"동신건설","실적2019",240
"동신건설","실적2020",NA
"동아쏘시오홀딩스","실적2017",6903
"동아쏘시오홀딩스","실적2018",7075
"동아쏘시오홀딩스","실적2019",7697
"동아쏘시오홀딩스","실적2020",8081
"동아에스티","실적2017",5550
"동아에스티","실적2018",5674
"동아에스티","실적2019",6123
"동아에스티","실적2020",6090
"동아엘텍","실적2017",2505
"동아엘텍","실적2018",2535
"동아엘텍","실적2019",2029
"동아엘텍","실적2020",NA
"동아지질","실적2017",3397
"동아지질","실적2018",3607
"동아지질","실적2019",3809
"동아지질","실적2020",NA
"동아타이어","실적2017",283
"동아타이어","실적2018",1613
"동아타이어","실적2019",1560
"동아타이어","실적2020",NA
"동아화성","실적2017",2550
"동아화성","실적2018",2534
"동아화성","실적2019",2885
"동아화성","실적2020",NA
"동양","실적2017",4831
"동양","실적2018",5297
"동양","실적2019",5391
"동양","실적2020",NA
"동양고속","실적2017",1419
"동양고속","실적2018",1323
"동양고속","실적2019",1405
"동양고속","실적2020",NA
"동양물산기업","실적2017",5283
"동양물산기업","실적2018",5899
"동양물산기업","실적2019",6174
"동양물산기업","실적2020",6631
"동양생명","실적2017",71397
"동양생명","실적2018",57869
"동양생명","실적2019",62540
"동양생명","실적2020",NA
"동양에스텍","실적2017",1862
"동양에스텍","실적2018",1891
"동양에스텍","실적2019",2121
"동양에스텍","실적2020",NA
"동양이엔피","실적2017",4247
"동양이엔피","실적2018",3911
"동양이엔피","실적2019",4827
"동양이엔피","실적2020",NA
"동양철관","실적2017",1471
"동양철관","실적2018",1620
"동양철관","실적2019",1634
"동양철관","실적2020",NA
"동양파일","실적2017",886
"동양파일","실적2018",679
"동양파일","실적2019",532
"동양파일","실적2020",NA
"동양피스톤","실적2017",2942
"동양피스톤","실적2018",3322
"동양피스톤","실적2019",3648
"동양피스톤","실적2020",NA
"동우팜투테이블","실적2017",2308
"동우팜투테이블","실적2018",2502
"동우팜투테이블","실적2019",2706
"동우팜투테이블","실적2020",NA
"동운아나텍","실적2017",550
"동운아나텍","실적2018",467
"동운아나텍","실적2019",548
"동운아나텍","실적2020",711
"동원F&B","실적2017",25526
"동원F&B","실적2018",28025
"동원F&B","실적2019",30303
"동원F&B","실적2020",32282
"동원개발","실적2017",5630
"동원개발","실적2018",6079
"동원개발","실적2019",6426
"동원개발","실적2020",NA
"동원금속","실적2017",4273
"동원금속","실적2018",4586
"동원금속","실적2019",4566
"동원금속","실적2020",NA
"동원산업","실적2017",23811
"동원산업","실적2018",24446
"동원산업","실적2019",26826
"동원산업","실적2020",28900
"동원수산","실적2017",1617
"동원수산","실적2018",1420
"동원수산","실적2019",1640
"동원수산","실적2020",NA
"동원시스템즈","실적2017",9633
"동원시스템즈","실적2018",10263
"동원시스템즈","실적2019",10424
"동원시스템즈","실적2020",NA
"동일고무벨트","실적2017",2598
"동일고무벨트","실적2018",2630
"동일고무벨트","실적2019",2619
"동일고무벨트","실적2020",NA
"동일금속","실적2017",712
"동일금속","실적2018",960
"동일금속","실적2019",866
"동일금속","실적2020",NA
"동일기연","실적2017",344
"동일기연","실적2018",269
"동일기연","실적2019",290
"동일기연","실적2020",NA
"동일산업","실적2017",3791
"동일산업","실적2018",3910
"동일산업","실적2019",3547
"동일산업","실적2020",NA
"동일제강","실적2017",1076
"동일제강","실적2018",1240
"동일제강","실적2019",1274
"동일제강","실적2020",NA
"동일철강","실적2017",553
"동일철강","실적2018",242
"동일철강","실적2019",266
"동일철강","실적2020",NA
"동진쎄미켐","실적2017",7852
"동진쎄미켐","실적2018",8272
"동진쎄미켐","실적2019",8753
"동진쎄미켐","실적2020",9125
"동화기업","실적2017",7021
"동화기업","실적2018",7600
"동화기업","실적2019",7174
"동화기업","실적2020",7409
"동화약품","실적2017",2589
"동화약품","실적2018",3066
"동화약품","실적2019",3072
"동화약품","실적2020",NA
"두산","실적2017",169134
"두산","실적2018",174493
"두산","실적2019",185357
"두산","실적2020",174582
"두산밥캣","실적2017",33892
"두산밥캣","실적2018",39708
"두산밥캣","실적2019",45096
"두산밥캣","실적2020",42302
"두산솔루스","실적2017",NA
"두산솔루스","실적2018",NA
"두산솔루스","실적2019",700
"두산솔루스","실적2020",3076
"두산인프라코어","실적2017",65679
"두산인프라코어","실적2018",77301
"두산인프라코어","실적2019",81858
"두산인프라코어","실적2020",79038
"두산중공업","실적2017",138413
"두산중공업","실적2018",147611
"두산중공업","실적2019",156597
"두산중공업","실적2020",NA
"두산퓨얼셀","실적2017",NA
"두산퓨얼셀","실적2018",NA
"두산퓨얼셀","실적2019",2212
"두산퓨얼셀","실적2020",4608
"두올","실적2017",3450
"두올","실적2018",4831
"두올","실적2019",4659
"두올","실적2020",NA
"듀오백","실적2017",389
"듀오백","실적2018",327
"듀오백","실적2019",318
"듀오백","실적2020",NA
"드래곤플라이","실적2017",76
"드래곤플라이","실적2018",64
"드래곤플라이","실적2019",61
"드래곤플라이","실적2020",NA
"드림시큐리티","실적2017",248
"드림시큐리티","실적2018",283
"드림시큐리티","실적2019",288
"드림시큐리티","실적2020",NA
"드림씨아이에스","실적2017",160
"드림씨아이에스","실적2018",192
"드림씨아이에스","실적2019",221
"드림씨아이에스","실적2020",NA
"드림어스컴퍼니","실적2017",695
"드림어스컴퍼니","실적2018",1378
"드림어스컴퍼니","실적2019",1970
"드림어스컴퍼니","실적2020",NA
"드림텍","실적2017",6794
"드림텍","실적2018",6015
"드림텍","실적2019",5597
"드림텍","실적2020",NA
"디딤","실적2017",688
"디딤","실적2018",970
"디딤","실적2019",1253
"디딤","실적2020",NA
"디바이스이엔지","실적2017",1153
"디바이스이엔지","실적2018",932
"디바이스이엔지","실적2019",432
"디바이스이엔지","실적2020",1305
"디스플레이텍","실적2017",827
"디스플레이텍","실적2018",573
"디스플레이텍","실적2019",436
"디스플레이텍","실적2020",NA
"디씨엠","실적2017",1336
"디씨엠","실적2018",1221
"디씨엠","실적2019",1453
"디씨엠","실적2020",NA
"디아이","실적2017",1522
"디아이","실적2018",1960
"디아이","실적2019",1095
"디아이","실적2020",NA
"디아이동일","실적2017",8471
"디아이동일","실적2018",9093
"디아이동일","실적2019",9395
"디아이동일","실적2020",NA
"디아이씨","실적2017",6295
"디아이씨","실적2018",5532
"디아이씨","실적2019",5754
"디아이씨","실적2020",NA
"디아이티","실적2017",860
"디아이티","실적2018",769
"디아이티","실적2019",1188
"디아이티","실적2020",NA
"디알젬","실적2017",493
"디알젬","실적2018",566
"디알젬","실적2019",601
"디알젬","실적2020",NA
"디알텍","실적2017",388
"디알텍","실적2018",447
"디알텍","실적2019",478
"디알텍","실적2020",NA
"디앤씨미디어","실적2017",265
"디앤씨미디어","실적2018",321
"디앤씨미디어","실적2019",421
"디앤씨미디어","실적2020",584
"디에스케이","실적2017",1033
"디에스케이","실적2018",1179
"디에스케이","실적2019",765
"디에스케이","실적2020",NA
"디에스티","실적2017",332
"디에스티","실적2018",276
"디에스티","실적2019",208
"디에스티","실적2020",NA
"디에이치피코리아","실적2017",498
"디에이치피코리아","실적2018",496
"디에이치피코리아","실적2019",604
"디에이치피코리아","실적2020",NA
"디에이테크놀로지","실적2017",1013
"디에이테크놀로지","실적2018",921
"디에이테크놀로지","실적2019",1088
"디에이테크놀로지","실적2020",NA
"디에이피","실적2017",2979
"디에이피","실적2018",3041
"디에이피","실적2019",2705
"디에이피","실적2020",NA
"디엔에이링크","실적2017",145
"디엔에이링크","실적2018",149
"디엔에이링크","실적2019",156
"디엔에이링크","실적2020",NA
"디엔에프","실적2017",744
"디엔에프","실적2018",742
"디엔에프","실적2019",588
"디엔에프","실적2020",NA
"디엠티","실적2017",470
"디엠티","실적2018",445
"디엠티","실적2019",324
"디엠티","실적2020",NA
"디오","실적2017",919
"디오","실적2018",910
"디오","실적2019",1272
"디오","실적2020",1212
"디오스텍","실적2017",142
"디오스텍","실적2018",91
"디오스텍","실적2019",862
"디오스텍","실적2020",NA
"디와이","실적2017",8223
"디와이","실적2018",8910
"디와이","실적2019",8543
"디와이","실적2020",NA
"디와이파워","실적2017",3245
"디와이파워","실적2018",3857
"디와이파워","실적2019",3435
"디와이파워","실적2020",NA
"디와이피엔에프","실적2017",954
"디와이피엔에프","실적2018",1121
"디와이피엔에프","실적2019",1656
"디와이피엔에프","실적2020",1910
"디이엔티","실적2017",1768
"디이엔티","실적2018",750
"디이엔티","실적2019",297
"디이엔티","실적2020",317
"디자인","실적2017",305
"디자인","실적2018",314
"디자인","실적2019",218
"디자인","실적2020",NA
"디젠스","실적2017",1077
"디젠스","실적2018",950
"디젠스","실적2019",793
"디젠스","실적2020",NA
"디지아이","실적2017",248
"디지아이","실적2018",211
"디지아이","실적2019",154
"디지아이","실적2020",NA
"디지캡","실적2017",163
"디지캡","실적2018",180
"디지캡","실적2019",239
"디지캡","실적2020",NA
"디지탈옵틱","실적2017",603
"디지탈옵틱","실적2018",643
"디지탈옵틱","실적2019",753
"디지탈옵틱","실적2020",NA
"디지털대성","실적2017",898
"디지털대성","실적2018",1069
"디지털대성","실적2019",1406
"디지털대성","실적2020",1416
"디지틀조선","실적2017",395
"디지틀조선","실적2018",397
"디지틀조선","실적2019",338
"디지틀조선","실적2020",NA
"디케이락","실적2017",536
"디케이락","실적2018",665
"디케이락","실적2019",744
"디케이락","실적2020",741
"디케이앤디","실적2017",521
"디케이앤디","실적2018",548
"디케이앤디","실적2019",598
"디케이앤디","실적2020",NA
"디케이티","실적2017",2788
"디케이티","실적2018",2402
"디케이티","실적2019",3377
"디케이티","실적2020",3555
"디티알오토모티브","실적2017",8779
"디티알오토모티브","실적2018",9085
"디티알오토모티브","실적2019",9298
"디티알오토모티브","실적2020",NA
"디티앤씨","실적2017",498
"디티앤씨","실적2018",596
"디티앤씨","실적2019",738
"디티앤씨","실적2020",NA
"디피씨","실적2017",1548
"디피씨","실적2018",1577
"디피씨","실적2019",1654
"디피씨","실적2020",NA
"딜리","실적2017",509
"딜리","실적2018",438
"딜리","실적2019",405
"딜리","실적2020",NA
"라닉스","실적2017",95
"라닉스","실적2018",98
"라닉스","실적2019",90
"라닉스","실적2020",NA
"라온시큐어","실적2017",212
"라온시큐어","실적2018",246
"라온시큐어","실적2019",304
"라온시큐어","실적2020",NA
"라온피플","실적2017",191
"라온피플","실적2018",218
"라온피플","실적2019",308
"라온피플","실적2020",NA
"라이브파이낸셜","실적2017",166
"라이브파이낸셜","실적2018",144
"라이브파이낸셜","실적2019",135
"라이브파이낸셜","실적2020",NA
"라이브플렉스","실적2017",357
"라이브플렉스","실적2018",338
"라이브플렉스","실적2019",437
"라이브플렉스","실적2020",NA
"라이온켐텍","실적2017",1314
"라이온켐텍","실적2018",1379
"라이온켐텍","실적2019",1561
"라이온켐텍","실적2020",NA
"라이트론","실적2017",440
"라이트론","실적2018",379
"라이트론","실적2019",1128
"라이트론","실적2020",NA
"라파스","실적2017",69
"라파스","실적2018",101
"라파스","실적2019",182
"라파스","실적2020",NA
"락앤락","실적2017",4174
"락앤락","실적2018",4343
"락앤락","실적2019",4860
"락앤락","실적2020",NA
"램테크놀러지","실적2017",244
"램테크놀러지","실적2018",326
"램테크놀러지","실적2019",434
"램테크놀러지","실적2020",NA
"랩지노믹스","실적2017",248
"랩지노믹스","실적2018",275
"랩지노믹스","실적2019",332
"랩지노믹스","실적2020",NA
"러셀","실적2017",361
"러셀","실적2018",313
"러셀","실적2019",410
"러셀","실적2020",NA
"럭슬","실적2017",388
"럭슬","실적2018",255
"럭슬","실적2019",199
"럭슬","실적2020",NA
"레고켐바이오","실적2017",221
"레고켐바이오","실적2018",252
"레고켐바이오","실적2019",575
"레고켐바이오","실적2020",593
"레드로버","실적2017",357
"레드로버","실적2018",123
"레드로버","실적2019",121
"레드로버","실적2020",NA
"레드캡투어","실적2017",2604
"레드캡투어","실적2018",2549
"레드캡투어","실적2019",2588
"레드캡투어","실적2020",NA
"레몬","실적2017",403
"레몬","실적2018",314
"레몬","실적2019",497
"레몬","실적2020",NA
"레이","실적2017",329
"레이","실적2018",515
"레이","실적2019",731
"레이","실적2020",770
"레이언스","실적2017",1065
"레이언스","실적2018",1164
"레이언스","실적2019",1262
"레이언스","실적2020",1044
"레이크머티리얼즈","실적2017",375
"레이크머티리얼즈","실적2018",353
"레이크머티리얼즈","실적2019",349
"레이크머티리얼즈","실적2020",NA
"로보로보","실적2017",144
"로보로보","실적2018",173
"로보로보","실적2019",138
"로보로보","실적2020",NA
"로보스타","실적2017",2065
"로보스타","실적2018",1932
"로보스타","실적2019",1772
"로보스타","실적2020",NA
"로보티즈","실적2017",179
"로보티즈","실적2018",243
"로보티즈","실적2019",252
"로보티즈","실적2020",NA
"로스웰","실적2017",1933
"로스웰","실적2018",1356
"로스웰","실적2019",977
"로스웰","실적2020",NA
"로지시스","실적2017",409
"로지시스","실적2018",400
"로지시스","실적2019",334
"로지시스","실적2020",NA
"로체시스템즈","실적2017",3370
"로체시스템즈","실적2018",740
"로체시스템즈","실적2019",798
"로체시스템즈","실적2020",NA
"롯데관광개발","실적2017",692
"롯데관광개발","실적2018",761
"롯데관광개발","실적2019",884
"롯데관광개발","실적2020",NA
"롯데손해보험","실적2017",33179
"롯데손해보험","실적2018",35245
"롯데손해보험","실적2019",36736
"롯데손해보험","실적2020",NA
"롯데쇼핑","실적2017",179261
"롯데쇼핑","실적2018",178208
"롯데쇼핑","실적2019",176220
"롯데쇼핑","실적2020",163691
"롯데정밀화학","실적2017",11595
"롯데정밀화학","실적2018",13717
"롯데정밀화학","실적2019",13113
"롯데정밀화학","실적2020",12729
"롯데정보통신","실적2017",1491
"롯데정보통신","실적2018",8117
"롯데정보통신","실적2019",8457
"롯데정보통신","실적2020",9111
"롯데제과","실적2017",4048
"롯데제과","실적2018",16945
"롯데제과","실적2019",20930
"롯데제과","실적2020",NA
"롯데지주","실적2017",18690
"롯데지주","실적2018",72712
"롯데지주","실적2019",88562
"롯데지주","실적2020",84410
"롯데칠성음료","실적2017",22793
"롯데칠성음료","실적2018",23463
"롯데칠성음료","실적2019",24295
"롯데칠성음료","실적2020",22770
"롯데케미칼","실적2017",158745
"롯데케미칼","실적2018",160731
"롯데케미칼","실적2019",151235
"롯데케미칼","실적2020",122576
"롯데푸드","실적2017",18186
"롯데푸드","실적2018",18108
"롯데푸드","실적2019",17880
"롯데푸드","실적2020",17304
"롯데하이마트","실적2017",40993
"롯데하이마트","실적2018",41127
"롯데하이마트","실적2019",40265
"롯데하이마트","실적2020",40578
"루멘스","실적2017",3616
"루멘스","실적2018",3258
"루멘스","실적2019",3236
"루멘스","실적2020",NA
"루트로닉","실적2017",858
"루트로닉","실적2018",921
"루트로닉","실적2019",1157
"루트로닉","실적2020",1082
"룽투코리아","실적2017",524
"룽투코리아","실적2018",575
"룽투코리아","실적2019",301
"룽투코리아","실적2020",NA
"리노공업","실적2017",1415
"리노공업","실적2018",1504
"리노공업","실적2019",1703
"리노공업","실적2020",2089
"리노스","실적2017",897
"리노스","실적2018",716
"리노스","실적2019",813
"리노스","실적2020",NA
"리더스 기술투자","실적2017",37
"리더스 기술투자","실적2018",44
"리더스 기술투자","실적2019",89
"리더스 기술투자","실적2020",NA
"리더스코스메틱","실적2017",1399
"리더스코스메틱","실적2018",1392
"리더스코스메틱","실적2019",956
"리더스코스메틱","실적2020",NA
"리드코프","실적2017",4425
"리드코프","실적2018",4636
"리드코프","실적2019",4954
"리드코프","실적2020",NA
"리메드","실적2017",62
"리메드","실적2018",80
"리메드","실적2019",186
"리메드","실적2020",195
"릭스솔루션","실적2017",215
"릭스솔루션","실적2018",231
"릭스솔루션","실적2019",365
"릭스솔루션","실적2020",NA
"린드먼아시아","실적2017",69
"린드먼아시아","실적2018",81
"린드먼아시아","실적2019",85
"린드먼아시아","실적2020",NA
"링네트","실적2017",1485
"링네트","실적2018",1376
"링네트","실적2019",1319
"링네트","실적2020",NA
"링크제니시스","실적2017",118
"링크제니시스","실적2018",116
"링크제니시스","실적2019",114
"링크제니시스","실적2020",NA
"마니커","실적2017",2546
"마니커","실적2018",2691
"마니커","실적2019",2417
"마니커","실적2020",NA
"마니커에프앤지","실적2017",859
"마니커에프앤지","실적2018",994
"마니커에프앤지","실적2019",998
"마니커에프앤지","실적2020",NA
"마이더스AI","실적2017",149
"마이더스AI","실적2018",133
"마이더스AI","실적2019",130
"마이더스AI","실적2020",NA
"마이크로디지탈","실적2017",46
"마이크로디지탈","실적2018",47
"마이크로디지탈","실적2019",39
"마이크로디지탈","실적2020",NA
"마이크로컨텍솔","실적2017",270
"마이크로컨텍솔","실적2018",257
"마이크로컨텍솔","실적2019",344
"마이크로컨텍솔","실적2020",NA
"마이크로프랜드","실적2017",502
"마이크로프랜드","실적2018",406
"마이크로프랜드","실적2019",367
"마이크로프랜드","실적2020",NA
"마크로젠","실적2017",1018
"마크로젠","실적2018",1128
"마크로젠","실적2019",1223
"마크로젠","실적2020",NA
"만도","실적2017",56847
"만도","실적2018",56648
"만도","실적2019",59819
"만도","실적2020",55013
"만호제강","실적2017",2152
"만호제강","실적2018",2092
"만호제강","실적2019",1964
"만호제강","실적2020",NA
"매일유업","실적2017",8812
"매일유업","실적2018",13006
"매일유업","실적2019",13933
"매일유업","실적2020",14502
"매일홀딩스","실적2017",14936
"매일홀딩스","실적2018",14908
"매일홀딩스","실적2019",15908
"매일홀딩스","실적2020",NA
"매직마이크로","실적2017",777
"매직마이크로","실적2018",800
"매직마이크로","실적2019",738
"매직마이크로","실적2020",NA
"매커스","실적2017",874
"매커스","실적2018",896
"매커스","실적2019",575
"매커스","실적2020",NA
"맥스로텍","실적2017",387
"맥스로텍","실적2018",596
"맥스로텍","실적2019",373
"맥스로텍","실적2020",NA
"머큐리","실적2017",1383
"머큐리","실적2018",1339
"머큐리","실적2019",1110
"머큐리","실적2020",1127
"멀티캠퍼스","실적2017",2012
"멀티캠퍼스","실적2018",2400
"멀티캠퍼스","실적2019",2880
"멀티캠퍼스","실적2020",NA
"메가스터디","실적2017",1321
"메가스터디","실적2018",1346
"메가스터디","실적2019",1402
"메가스터디","실적2020",NA
"메가스터디교육","실적2017",2521
"메가스터디교육","실적2018",3569
"메가스터디교육","실적2019",4373
"메가스터디교육","실적2020",4554
"메가엠디","실적2017",692
"메가엠디","실적2018",753
"메가엠디","실적2019",804
"메가엠디","실적2020",NA
"메드팩토","실적2017",NA
"메드팩토","실적2018",NA
"메드팩토","실적2019",NA
"메드팩토","실적2020",NA
"메디아나","실적2017",522
"메디아나","실적2018",468
"메디아나","실적2019",484
"메디아나","실적2020",NA
"메디앙스","실적2017",1207
"메디앙스","실적2018",1078
"메디앙스","실적2019",983
"메디앙스","실적2020",NA
"메디콕스","실적2017",140
"메디콕스","실적2018",252
"메디콕스","실적2019",104
"메디콕스","실적2020",NA
"메디톡스","실적2017",1812
"메디톡스","실적2018",2054
"메디톡스","실적2019",2059
"메디톡스","실적2020",1558
"메디포스트","실적2017",422
"메디포스트","실적2018",444
"메디포스트","실적2019",458
"메디포스트","실적2020",NA
"메디프론","실적2017",209
"메디프론","실적2018",199
