"company","year","sales"
"제일파마홀딩스","실적2017",482
"제일파마홀딩스","실적2018",1427
"제일파마홀딩스","실적2019",7311
"제일파마홀딩스","실적2020",NA
"제주반도체","실적2017",1170
"제주반도체","실적2018",1487
"제주반도체","실적2019",1621
"제주반도체","실적2020",NA
"제주은행","실적2017",2087
"제주은행","실적2018",2245
"제주은행","실적2019",2404
"제주은행","실적2020",NA
"제주항공","실적2017",9964
"제주항공","실적2018",12594
"제주항공","실적2019",13840
"제주항공","실적2020",3941
"제테마","실적2017",82
"제테마","실적2018",112
"제테마","실적2019",133
"제테마","실적2020",NA
"젠큐릭스","실적2017",NA
"젠큐릭스","실적2018",3
"젠큐릭스","실적2019",1
"젠큐릭스","실적2020",NA
"젬백스","실적2017",479
"젬백스","실적2018",472
"젬백스","실적2019",427
"젬백스","실적2020",470
"젬백스링크","실적2017",140
"젬백스링크","실적2018",529
"젬백스링크","실적2019",951
"젬백스링크","실적2020",NA
"젬백스지오","실적2017",358
"젬백스지오","실적2018",254
"젬백스지오","실적2019",189
"젬백스지오","실적2020",NA
"조광ILI","실적2017",204
"조광ILI","실적2018",246
"조광ILI","실적2019",245
"조광ILI","실적2020",NA
"조광페인트","실적2017",2012
"조광페인트","실적2018",2095
"조광페인트","실적2019",2034
"조광페인트","실적2020",NA
"조광피혁","실적2017",1743
"조광피혁","실적2018",1277
"조광피혁","실적2019",1082
"조광피혁","실적2020",NA
"조비","실적2017",599
"조비","실적2018",605
"조비","실적2019",709
"조비","실적2020",NA
"조선내화","실적2017",6943
"조선내화","실적2018",7892
"조선내화","실적2019",7572
"조선내화","실적2020",NA
"조선선재","실적2017",660
"조선선재","실적2018",627
"조선선재","실적2019",640
"조선선재","실적2020",NA
"조아제약","실적2017",589
"조아제약","실적2018",631
"조아제약","실적2019",675
"조아제약","실적2020",NA
"조이맥스","실적2017",322
"조이맥스","실적2018",288
"조이맥스","실적2019",305
"조이맥스","실적2020",NA
"조이시티","실적2017",922
"조이시티","실적2018",872
"조이시티","실적2019",1031
"조이시티","실적2020",1654
"조일알미늄","실적2017",2992
"조일알미늄","실적2018",3177
"조일알미늄","실적2019",3118
"조일알미늄","실적2020",NA
"조흥","실적2017",1621
"조흥","실적2018",1681
"조흥","실적2019",1951
"조흥","실적2020",NA
"종근당","실적2017",8844
"종근당","실적2018",9562
"종근당","실적2019",10793
"종근당","실적2020",12219
"종근당바이오","실적2017",1182
"종근당바이오","실적2018",1245
"종근당바이오","실적2019",1372
"종근당바이오","실적2020",NA
"종근당홀딩스","실적2017",4507
"종근당홀딩스","실적2018",5311
"종근당홀딩스","실적2019",7206
"종근당홀딩스","실적2020",8839
"좋은사람들","실적2017",1193
"좋은사람들","실적2018",1284
"좋은사람들","실적2019",1267
"좋은사람들","실적2020",NA
"주성엔지니어링","실적2017",2727
"주성엔지니어링","실적2018",2640
"주성엔지니어링","실적2019",2591
"주성엔지니어링","실적2020",1175
"주연테크","실적2017",609
"주연테크","실적2018",443
"주연테크","실적2019",705
"주연테크","실적2020",NA
"줌인터넷","실적2017",224
"줌인터넷","실적2018",243
"줌인터넷","실적2019",247
"줌인터넷","실적2020",NA
"중앙백신","실적2017",319
"중앙백신","실적2018",332
"중앙백신","실적2019",329
"중앙백신","실적2020",NA
"중앙에너비스","실적2017",708
"중앙에너비스","실적2018",761
"중앙에너비스","실적2019",657
"중앙에너비스","실적2020",NA
"지노믹트리","실적2017",5
"지노믹트리","실적2018",4
"지노믹트리","실적2019",3
"지노믹트리","실적2020",19
"지누스","실적2017",6028
"지누스","실적2018",6218
"지누스","실적2019",8171
"지누스","실적2020",9880
"지니뮤직","실적2017",1556
"지니뮤직","실적2018",1712
"지니뮤직","실적2019",2305
"지니뮤직","실적2020",2491
"지니언스","실적2017",208
"지니언스","실적2018",214
"지니언스","실적2019",249
"지니언스","실적2020",NA
"지니틱스","실적2017",479
"지니틱스","실적2018",466
"지니틱스","실적2019",549
"지니틱스","실적2020",NA
"지란지교시큐리티","실적2017",436
"지란지교시큐리티","실적2018",543
"지란지교시큐리티","실적2019",615
"지란지교시큐리티","실적2020",NA
"지스마트글로벌","실적2017",962
"지스마트글로벌","실적2018",316
"지스마트글로벌","실적2019",124
"지스마트글로벌","실적2020",NA
"지어소프트","실적2017",1005
"지어소프트","실적2018",1316
"지어소프트","실적2019",1596
"지어소프트","실적2020",NA
"지에스이","실적2017",1085
"지에스이","실적2018",1335
"지에스이","실적2019",1364
"지에스이","실적2020",NA
"지엔씨에너지","실적2017",967
"지엔씨에너지","실적2018",1261
"지엔씨에너지","실적2019",1683
"지엔씨에너지","실적2020",1928
"지엔원에너지","실적2017",265
"지엔원에너지","실적2018",294
"지엔원에너지","실적2019",358
"지엔원에너지","실적2020",360
"지엔코","실적2017",1432
"지엔코","실적2018",1464
"지엔코","실적2019",1559
"지엔코","실적2020",NA
"지엘팜텍","실적2017",24
"지엘팜텍","실적2018",80
"지엘팜텍","실적2019",106
"지엘팜텍","실적2020",NA
"지엠비코리아","실적2017",4668
"지엠비코리아","실적2018",4572
"지엠비코리아","실적2019",4775
"지엠비코리아","실적2020",NA
"지역난방공사","실적2017",18344
"지역난방공사","실적2018",24873
"지역난방공사","실적2019",23679
"지역난방공사","실적2020",21122
"지와이커머스","실적2017",276
"지와이커머스","실적2018",142
"지와이커머스","실적2019",42
"지와이커머스","실적2020",NA
"지코","실적2017",721
"지코","실적2018",796
"지코","실적2019",799
"지코","실적2020",NA
"지투알","실적2017",5013
"지투알","실적2018",5382
"지투알","실적2019",5421
"지투알","실적2020",NA
"지트리비앤티","실적2017",172
"지트리비앤티","실적2018",436
"지트리비앤티","실적2019",590
"지트리비앤티","실적2020",607
"지티지웰니스","실적2017",240
"지티지웰니스","실적2018",215
"지티지웰니스","실적2019",303
"지티지웰니스","실적2020",NA
"진도","실적2017",1283
"진도","실적2018",1201
"진도","실적2019",779
"진도","실적2020",NA
"진로발효","실적2017",885
"진로발효","실적2018",869
"진로발효","실적2019",884
"진로발효","실적2020",NA
"진매트릭스","실적2017",52
"진매트릭스","실적2018",47
"진매트릭스","실적2019",51
"진매트릭스","실적2020",NA
"진바이오텍","실적2017",555
"진바이오텍","실적2018",628
"진바이오텍","실적2019",582
"진바이오텍","실적2020",NA
"진성티이씨","실적2017",2444
"진성티이씨","실적2018",3547
"진성티이씨","실적2019",3556
"진성티이씨","실적2020",2992
"진양산업","실적2017",448
"진양산업","실적2018",594
"진양산업","실적2019",618
"진양산업","실적2020",NA
"진양제약","실적2017",434
"진양제약","실적2018",469
"진양제약","실적2019",474
"진양제약","실적2020",NA
"진양폴리우레탄","실적2017",236
"진양폴리우레탄","실적2018",301
"진양폴리우레탄","실적2019",351
"진양폴리우레탄","실적2020",NA
"진양홀딩스","실적2017",2652
"진양홀딩스","실적2018",2418
"진양홀딩스","실적2019",2253
"진양홀딩스","실적2020",NA
"진양화학","실적2017",496
"진양화학","실적2018",497
"진양화학","실적2019",445
"진양화학","실적2020",NA
"진에어","실적2017",8884
"진에어","실적2018",10107
"진에어","실적2019",9102
"진에어","실적2020",2848
"진원생명과학","실적2017",272
"진원생명과학","실적2018",343
"진원생명과학","실적2019",412
"진원생명과학","실적2020",NA
"진흥기업","실적2017",5733
"진흥기업","실적2018",6712
"진흥기업","실적2019",5465
"진흥기업","실적2020",NA
"차바이오텍","실적2017",4175
"차바이오텍","실적2018",4886
"차바이오텍","실적2019",5346
"차바이오텍","실적2020",NA
"참엔지니어링","실적2017",2763
"참엔지니어링","실적2018",2067
"참엔지니어링","실적2019",1125
"참엔지니어링","실적2020",NA
"참좋은여행","실적2017",565
"참좋은여행","실적2018",650
"참좋은여행","실적2019",621
"참좋은여행","실적2020",NA
"창해에탄올","실적2017",2169
"창해에탄올","실적2018",1954
"창해에탄올","실적2019",1873
"창해에탄올","실적2020",NA
"천랩","실적2017",37
"천랩","실적2018",39
"천랩","실적2019",48
"천랩","실적2020",70
"천보","실적2017",875
"천보","실적2018",1201
"천보","실적2019",1353
"천보","실적2020",1532
"천일고속","실적2017",552
"천일고속","실적2018",565
"천일고속","실적2019",596
"천일고속","실적2020",NA
"청담러닝","실적2017",1474
"청담러닝","실적2018",1527
"청담러닝","실적2019",1750
"청담러닝","실적2020",1806
"청보산업","실적2017",222
"청보산업","실적2018",218
"청보산업","실적2019",221
"청보산업","실적2020",NA
"체리부로","실적2017",3613
"체리부로","실적2018",2938
"체리부로","실적2019",3015
"체리부로","실적2020",NA
"체시스","실적2017",667
"체시스","실적2018",556
"체시스","실적2019",502
"체시스","실적2020",NA
"초록뱀","실적2017",588
"초록뱀","실적2018",639
"초록뱀","실적2019",485
"초록뱀","실적2020",NA
"칩스앤미디어","실적2017",91
"칩스앤미디어","실적2018",141
"칩스앤미디어","실적2019",161
"칩스앤미디어","실적2020",169
"카스","실적2017",1394
"카스","실적2018",1400
"카스","실적2019",1358
"카스","실적2020",NA
"카이노스메드","실적2017",22
"카이노스메드","실적2018",NA
"카이노스메드","실적2019",NA
"카이노스메드","실적2020",NA
"카카오","실적2017",19723
"카카오","실적2018",24170
"카카오","실적2019",30701
"카카오","실적2020",41104
"카카오게임즈","실적2017",2013
"카카오게임즈","실적2018",4208
"카카오게임즈","실적2019",3910
"카카오게임즈","실적2020",5290
"카페24","실적2017",1426
"카페24","실적2018",1654
"카페24","실적2019",2172
"카페24","실적2020",2469
"카프로","실적2017",5413
"카프로","실적2018",5793
"카프로","실적2019",4402
"카프로","실적2020",NA
"캐리소프트","실적2017",63
"캐리소프트","실적2018",100
"캐리소프트","실적2019",97
"캐리소프트","실적2020",NA
"캐스텍코리아","실적2017",2095
"캐스텍코리아","실적2018",2077
"캐스텍코리아","실적2019",1901
"캐스텍코리아","실적2020",NA
"캔서롭","실적2017",47
"캔서롭","실적2018",53
"캔서롭","실적2019",58
"캔서롭","실적2020",NA
"캠시스","실적2017",4244
"캠시스","실적2018",5445
"캠시스","실적2019",6848
"캠시스","실적2020",NA
"컨버즈","실적2017",907
"컨버즈","실적2018",764
"컨버즈","실적2019",458
"컨버즈","실적2020",NA
"컬러레이","실적2017",477
"컬러레이","실적2018",482
"컬러레이","실적2019",509
"컬러레이","실적2020",665
"컴투스","실적2017",5080
"컴투스","실적2018",4818
"컴투스","실적2019",4693
"컴투스","실적2020",5151
"컴퍼니케이","실적2017",85
"컴퍼니케이","실적2018",149
"컴퍼니케이","실적2019",169
"컴퍼니케이","실적2020",NA
"케어랩스","실적2017",393
"케어랩스","실적2018",544
"케어랩스","실적2019",683
"케어랩스","실적2020",767
"케어젠","실적2017",465
"케어젠","실적2018",512
"케어젠","실적2019",647
"케어젠","실적2020",NA
"케이디켐","실적2017",510
"케이디켐","실적2018",500
"케이디켐","실적2019",488
"케이디켐","실적2020",NA
"케이맥","실적2017",899
"케이맥","실적2018",1068
"케이맥","실적2019",630
"케이맥","실적2020",811
"케이비17호스팩","실적2017",NA
"케이비17호스팩","실적2018",NA
"케이비17호스팩","실적2019",NA
"케이비17호스팩","실적2020",NA
"케이비아이동국실업","실적2017",6020
"케이비아이동국실업","실적2018",6509
"케이비아이동국실업","실적2019",6156
"케이비아이동국실업","실적2020",NA
"케이비제18호스팩","실적2017",NA
"케이비제18호스팩","실적2018",NA
"케이비제18호스팩","실적2019",NA
"케이비제18호스팩","실적2020",NA
"케이비제19호스팩","실적2017",NA
"케이비제19호스팩","실적2018",NA
"케이비제19호스팩","실적2019",NA
"케이비제19호스팩","실적2020",NA
"케이비제20호스팩","실적2017",NA
"케이비제20호스팩","실적2018",NA
"케이비제20호스팩","실적2019",NA
"케이비제20호스팩","실적2020",NA
"케이사인","실적2017",265
"케이사인","실적2018",237
"케이사인","실적2019",260
"케이사인","실적2020",NA
"케이씨","실적2017",5730
"케이씨","실적2018",5261
"케이씨","실적2019",5119
"케이씨","실적2020",5652
"케이씨씨","실적2017",38640
"케이씨씨","실적2018",30810
"케이씨씨","실적2019",27196
"케이씨씨","실적2020",50717
"케이씨씨글라스","실적2017",NA
"케이씨씨글라스","실적2018",NA
"케이씨씨글라스","실적2019",NA
"케이씨씨글라스","실적2020",NA
"케이씨에스","실적2017",293
"케이씨에스","실적2018",333
"케이씨에스","실적2019",395
"케이씨에스","실적2020",NA
"케이씨텍","실적2017",751
"케이씨텍","실적2018",3573
"케이씨텍","실적2019",2653
"케이씨텍","실적2020",3144
"케이씨티","실적2017",279
"케이씨티","실적2018",308
"케이씨티","실적2019",201
"케이씨티","실적2020",NA
"케이씨티시","실적2017",3646
"케이씨티시","실적2018",4004
"케이씨티시","실적2019",4462
"케이씨티시","실적2020",NA
"케이씨피드","실적2017",797
"케이씨피드","실적2018",637
"케이씨피드","실적2019",643
"케이씨피드","실적2020",NA
"케이아이엔엑스","실적2017",473
"케이아이엔엑스","실적2018",563
"케이아이엔엑스","실적2019",646
"케이아이엔엑스","실적2020",717
"케이에스피","실적2017",178
"케이에스피","실적2018",168
"케이에스피","실적2019",294
"케이에스피","실적2020",NA
"케이엔더블유","실적2017",938
"케이엔더블유","실적2018",1221
"케이엔더블유","실적2019",930
"케이엔더블유","실적2020",NA
"케이엔제이","실적2017",484
"케이엔제이","실적2018",511
"케이엔제이","실적2019",563
"케이엔제이","실적2020",NA
"케이엘넷","실적2017",365
"케이엘넷","실적2018",421
"케이엘넷","실적2019",385
"케이엘넷","실적2020",NA
"케이엠","실적2017",1109
"케이엠","실적2018",1183
"케이엠","실적2019",1276
"케이엠","실적2020",NA
"케이엠더블유","실적2017",2037
"케이엠더블유","실적2018",2963
"케이엠더블유","실적2019",6829
"케이엠더블유","실적2020",4606
"케이엠제약","실적2017",177
"케이엠제약","실적2018",173
"케이엠제약","실적2019",203
"케이엠제약","실적2020",NA
"케이티","실적2017",233873
"케이티","실적2018",234601
"케이티","실적2019",243421
"케이티","실적2020",239081
"케이티스카이라이프","실적2017",6858
"케이티스카이라이프","실적2018",6908
"케이티스카이라이프","실적2019",6946
"케이티스카이라이프","실적2020",7048
"케이티앤지","실적2017",46672
"케이티앤지","실적2018",44715
"케이티앤지","실적2019",49632
"케이티앤지","실적2020",52810
"케이프","실적2017",2306
"케이프","실적2018",2546
"케이프","실적2019",3515
"케이프","실적2020",NA
"케이프이에스제4호","실적2017",NA
"케이프이에스제4호","실적2018",NA
"케이프이에스제4호","실적2019",NA
"케이프이에스제4호","실적2020",NA
"케이피에스","실적2017",240
"케이피에스","실적2018",406
"케이피에스","실적2019",142
"케이피에스","실적2020",NA
"케이피에프","실적2017",3654
"케이피에프","실적2018",3750
"케이피에프","실적2019",3763
"케이피에프","실적2020",NA
"케이피엠테크","실적2017",290
"케이피엠테크","실적2018",295
"케이피엠테크","실적2019",177
"케이피엠테크","실적2020",NA
"케이피티유","실적2017",264
"케이피티유","실적2018",251
"케이피티유","실적2019",243
"케이피티유","실적2020",NA
"켄코아에어로스페이스","실적2017",70
"켄코아에어로스페이스","실적2018",289
"켄코아에어로스페이스","실적2019",463
"켄코아에어로스페이스","실적2020",NA
"켐온","실적2017",155
"켐온","실적2018",195
"켐온","실적2019",209
"켐온","실적2020",NA
"켐트로닉스","실적2017",2928
"켐트로닉스","실적2018",3374
"켐트로닉스","실적2019",4035
"켐트로닉스","실적2020",4989
"켐트로스","실적2017",435
"켐트로스","실적2018",444
"켐트로스","실적2019",438
"켐트로스","실적2020",NA
"코나아이","실적2017",1021
"코나아이","실적2018",899
"코나아이","실적2019",1245
"코나아이","실적2020",NA
"코너스톤네트웍스","실적2017",40
"코너스톤네트웍스","실적2018",89
"코너스톤네트웍스","실적2019",136
"코너스톤네트웍스","실적2020",NA
"코닉글로리","실적2017",93
"코닉글로리","실적2018",91
"코닉글로리","실적2019",113
"코닉글로리","실적2020",NA
"코다코","실적2017",2678
"코다코","실적2018",2394
"코다코","실적2019",2234
"코다코","실적2020",NA
"코데즈컴바인","실적2017",212
"코데즈컴바인","실적2018",293
"코데즈컴바인","실적2019",358
"코데즈컴바인","실적2020",NA
"코드네이처","실적2017",186
"코드네이처","실적2018",196
"코드네이처","실적2019",425
"코드네이처","실적2020",NA
"코디","실적2017",109
"코디","실적2018",203
"코디","실적2019",493
"코디","실적2020",NA
"코디엠","실적2017",735
"코디엠","실적2018",366
"코디엠","실적2019",118
"코디엠","실적2020",NA
"코렌","실적2017",820
"코렌","실적2018",779
"코렌","실적2019",677
"코렌","실적2020",NA
"코렌텍","실적2017",376
"코렌텍","실적2018",334
"코렌텍","실적2019",402
"코렌텍","실적2020",NA
"코리아나","실적2017",1117
"코리아나","실적2018",1157
"코리아나","실적2019",1172
"코리아나","실적2020",NA
"코리아센터","실적2017",1332
"코리아센터","실적2018",1897
"코리아센터","실적2019",2515
"코리아센터","실적2020",3097
"코리아써키트","실적2017",5916
"코리아써키트","실적2018",5358
"코리아써키트","실적2019",5434
"코리아써키트","실적2020",9205
"코리아에셋투자증권","실적2017",1142
"코리아에셋투자증권","실적2018",1664
"코리아에셋투자증권","실적2019",2183
"코리아에셋투자증권","실적2020",NA
"코리아에스이","실적2017",156
"코리아에스이","실적2018",143
"코리아에스이","실적2019",133
"코리아에스이","실적2020",NA
"코리아에프티","실적2017",3481
"코리아에프티","실적2018",3880
"코리아에프티","실적2019",4387
"코리아에프티","실적2020",NA
"코리아오토글라스","실적2017",4448
"코리아오토글라스","실적2018",4387
"코리아오토글라스","실적2019",4560
"코리아오토글라스","실적2020",NA
"코리안리","실적2017",91168
"코리안리","실적2018",98925
"코리안리","실적2019",106699
"코리안리","실적2020",56900
"코맥스","실적2017",1402
"코맥스","실적2018",1444
"코맥스","실적2019",1431
"코맥스","실적2020",NA
"코메론","실적2017",685
"코메론","실적2018",687
"코메론","실적2019",666
"코메론","실적2020",NA
"코미코","실적2017",1251
"코미코","실적2018",1666
"코미코","실적2019",1735
"코미코","실적2020",2036
"코미팜","실적2017",366
"코미팜","실적2018",350
"코미팜","실적2019",355
"코미팜","실적2020",NA
"코세스","실적2017",409
"코세스","실적2018",655
"코세스","실적2019",656
"코세스","실적2020",NA
"코센","실적2017",573
"코센","실적2018",547
"코센","실적2019",583
"코센","실적2020",NA
"코스나인","실적2017",956
"코스나인","실적2018",870
"코스나인","실적2019",187
"코스나인","실적2020",NA
"코스맥스","실적2017",8840
"코스맥스","실적2018",12597
"코스맥스","실적2019",13307
"코스맥스","실적2020",14196
"코스맥스비티아이","실적2017",2983
"코스맥스비티아이","실적2018",4383
"코스맥스비티아이","실적2019",4684
"코스맥스비티아이","실적2020",NA
"코스맥스엔비티","실적2017",1364
"코스맥스엔비티","실적2018",2017
"코스맥스엔비티","실적2019",1943
"코스맥스엔비티","실적2020",2868
"코스메카코리아","실적2017",1823
"코스메카코리아","실적2018",3033
"코스메카코리아","실적2019",3470
"코스메카코리아","실적2020",3447
"코스모신소재","실적2017",3146
"코스모신소재","실적2018",5340
"코스모신소재","실적2019",2439
"코스모신소재","실적2020",NA
"코스모화학","실적2017",4316
"코스모화학","실적2018",6781
"코스모화학","실적2019",4068
"코스모화학","실적2020",NA
"코스온","실적2017",1005
"코스온","실적2018",1103
"코스온","실적2019",1093
"코스온","실적2020",NA
"코아스","실적2017",1141
"코아스","실적2018",1086
"코아스","실적2019",1129
"코아스","실적2020",NA
"코아스템","실적2017",181
"코아스템","실적2018",223
"코아스템","실적2019",243
"코아스템","실적2020",NA
"코아시아","실적2017",4243
"코아시아","실적2018",3617
"코아시아","실적2019",4389
"코아시아","실적2020",NA
"코엔텍","실적2017",613
"코엔텍","실적2018",722
"코엔텍","실적2019",711
"코엔텍","실적2020",NA
"코오롱","실적2017",44058
"코오롱","실적2018",43245
"코오롱","실적2019",44060
"코오롱","실적2020",NA
"코오롱글로벌","실적2017",36536
"코오롱글로벌","실적2018",33583
"코오롱글로벌","실적2019",34841
"코오롱글로벌","실적2020",37021
"코오롱머티리얼","실적2017",3545
"코오롱머티리얼","실적2018",955
"코오롱머티리얼","실적2019",993
"코오롱머티리얼","실적2020",NA
"코오롱생명과학","실적2017",1181
"코오롱생명과학","실적2018",1327
"코오롱생명과학","실적2019",1485
"코오롱생명과학","실적2020",NA
"코오롱인더","실적2017",46070
"코오롱인더","실적2018",44598
"코오롱인더","실적2019",44072
"코오롱인더","실적2020",39528
"코오롱티슈진","실적2017",32
"코오롱티슈진","실적2018",38
"코오롱티슈진","실적2019",31
"코오롱티슈진","실적2020",NA
"코오롱플라스틱","실적2017",2622
"코오롱플라스틱","실적2018",3213
"코오롱플라스틱","실적2019",3303
"코오롱플라스틱","실적2020",2856
"코웨이","실적2017",25168
"코웨이","실적2018",27073
"코웨이","실적2019",30189
"코웨이","실적2020",32289
"코웰패션","실적2017",3094
"코웰패션","실적2018",3394
"코웰패션","실적2019",3947
"코웰패션","실적2020",4348
"코위버","실적2017",543
"코위버","실적2018",551
"코위버","실적2019",1131
"코위버","실적2020",NA
"코윈테크","실적2017",391
"코윈테크","실적2018",768
"코윈테크","실적2019",911
"코윈테크","실적2020",491
"코이즈","실적2017",264
"코이즈","실적2018",191
"코이즈","실적2019",355
"코이즈","실적2020",NA
"코콤","실적2017",1431
"코콤","실적2018",1636
"코콤","실적2019",1339
"코콤","실적2020",NA
"코텍","실적2017",3275
"코텍","실적2018",3466
"코텍","실적2019",2853
"코텍","실적2020",NA
"코프라","실적2017",1348
"코프라","실적2018",1614
"코프라","실적2019",1829
"코프라","실적2020",1688
"콜마비앤에이치","실적2017",3376
"콜마비앤에이치","실적2018",3864
"콜마비앤에이치","실적2019",4389
"콜마비앤에이치","실적2020",6291
"콤텍시스템","실적2017",1436
"콤텍시스템","실적2018",1252
"콤텍시스템","실적2019",2388
"콤텍시스템","실적2020",NA
"쿠쿠홀딩스","실적2017",4502
"쿠쿠홀딩스","실적2018",4933
"쿠쿠홀딩스","실적2019",5283
"쿠쿠홀딩스","실적2020",NA
"쿠쿠홈시스","실적2017",303
"쿠쿠홈시스","실적2018",4188
"쿠쿠홈시스","실적2019",6637
"쿠쿠홈시스","실적2020",7930
"큐렉소","실적2017",335
"큐렉소","실적2018",339
"큐렉소","실적2019",344
"큐렉소","실적2020",NA
"큐로","실적2017",1562
"큐로","실적2018",829
"큐로","실적2019",1471
"큐로","실적2020",NA
"큐로컴","실적2017",127
"큐로컴","실적2018",139
"큐로컴","실적2019",151
"큐로컴","실적2020",NA
"큐로홀딩스","실적2017",154
"큐로홀딩스","실적2018",252
"큐로홀딩스","실적2019",258
"큐로홀딩스","실적2020",NA
"큐리언트","실적2017",NA
"큐리언트","실적2018",NA
"큐리언트","실적2019",2
"큐리언트","실적2020",NA
"큐브앤컴퍼니","실적2017",196
"큐브앤컴퍼니","실적2018",112
"큐브앤컴퍼니","실적2019",74
"큐브앤컴퍼니","실적2020",NA
"큐브엔터","실적2017",244
"큐브엔터","실적2018",345
"큐브엔터","실적2019",298
"큐브엔터","실적2020",NA
"큐에스아이","실적2017",226
"큐에스아이","실적2018",188
"큐에스아이","실적2019",227
"큐에스아이","실적2020",NA
"큐캐피탈","실적2017",281
"큐캐피탈","실적2018",101
"큐캐피탈","실적2019",246
"큐캐피탈","실적2020",NA
"크라운제과","실적2017",3209
"크라운제과","실적2018",3885
"크라운제과","실적2019",3866
"크라운제과","실적2020",NA
"크라운해태홀딩스","실적2017",9489
"크라운해태홀딩스","실적2018",10921
"크라운해태홀딩스","실적2019",10552
"크라운해태홀딩스","실적2020",NA
"크로바하이텍","실적2017",490
"크로바하이텍","실적2018",524
"크로바하이텍","실적2019",355
"크로바하이텍","실적2020",NA
"크루셜텍","실적2017",1727
"크루셜텍","실적2018",837
"크루셜텍","실적2019",651
"크루셜텍","실적2020",NA
"크리스에프앤씨","실적2017",2811
"크리스에프앤씨","실적2018",2579
"크리스에프앤씨","실적2019",2595
"크리스에프앤씨","실적2020",2805
"크리스탈신소재","실적2017",715
"크리스탈신소재","실적2018",760
"크리스탈신소재","실적2019",846
"크리스탈신소재","실적2020",NA
"크리스탈지노믹스","실적2017",122
"크리스탈지노믹스","실적2018",139
"크리스탈지노믹스","실적2019",140
"크리스탈지노믹스","실적2020",NA
"크린앤사이언스","실적2017",771
"크린앤사이언스","실적2018",952
"크린앤사이언스","실적2019",1183
"크린앤사이언스","실적2020",NA
"클래시스","실적2017",349
"클래시스","실적2018",475
"클래시스","실적2019",811
"클래시스","실적2020",769
"클리오","실적2017",1937
"클리오","실적2018",1874
"클리오","실적2019",2504
"클리오","실적2020",2307
"키네마스터","실적2017",101
"키네마스터","실적2018",128
"키네마스터","실적2019",194
"키네마스터","실적2020",NA
"키다리스튜디오","실적2017",143
"키다리스튜디오","실적2018",196
"키다리스튜디오","실적2019",267
"키다리스튜디오","실적2020",457
"키움제5호스팩","실적2017",NA
"키움제5호스팩","실적2018",NA
"키움제5호스팩","실적2019",NA
"키움제5호스팩","실적2020",NA
"키움증권","실적2017",12163
"키움증권","실적2018",21467
"키움증권","실적2019",30570
"키움증권","실적2020",73462
"키위미디어그룹","실적2017",359
"키위미디어그룹","실적2018",181
"키위미디어그룹","실적2019",314
"키위미디어그룹","실적2020",NA
"키이스트","실적2017",1062
"키이스트","실적2018",1037
"키이스트","실적2019",1002
"키이스트","실적2020",NA
"타이거일렉","실적2017",334
"타이거일렉","실적2018",337
"타이거일렉","실적2019",351
"타이거일렉","실적2020",NA
"탑엔지니어링","실적2017",1761
"탑엔지니어링","실적2018",9176
"탑엔지니어링","실적2019",13059
"탑엔지니어링","실적2020",NA
"태경비케이","실적2017",2122
"태경비케이","실적2018",2126
"태경비케이","실적2019",1864
"태경비케이","실적2020",NA
"태경산업","실적2017",5637
"태경산업","실적2018",5635
"태경산업","실적2019",5196
"태경산업","실적2020",NA
"태경케미컬","실적2017",489
"태경케미컬","실적2018",474
"태경케미컬","실적2019",418
"태경케미컬","실적2020",NA
"태광","실적2017",1842
"태광","실적2018",1586
"태광","실적2019",1898
"태광","실적2020",1984
"태광산업","실적2017",29158
"태광산업","실적2018",31088
"태광산업","실적2019",29180
"태광산업","실적2020",NA
"태림포장","실적2017",5657
"태림포장","실적2018",6087
"태림포장","실적2019",5729
"태림포장","실적2020",NA
"태양","실적2017",1576
"태양","실적2018",1367
"태양","실적2019",1418
"태양","실적2020",NA
"태양금속공업","실적2017",4692
"태양금속공업","실적2018",4492
"태양금속공업","실적2019",4709
"태양금속공업","실적2020",NA
"태영건설","실적2017",32664
"태영건설","실적2018",36911
"태영건설","실적2019",39244
"태영건설","실적2020",NA
"태웅","실적2017",3044
"태웅","실적2018",2895
"태웅","실적2019",3740
"태웅","실적2020",NA
"태웅로직스","실적2017",2548
"태웅로직스","실적2018",2439
"태웅로직스","실적2019",2861
"태웅로직스","실적2020",NA
"태원물산","실적2017",249
"태원물산","실적2018",219
"태원물산","실적2019",219
"태원물산","실적2020",NA
"태평양물산","실적2017",9222
"태평양물산","실적2018",9721
"태평양물산","실적2019",9716
"태평양물산","실적2020",8628
"테고사이언스","실적2017",86
"테고사이언스","실적2018",79
"테고사이언스","실적2019",63
"테고사이언스","실적2020",NA
"테라사이언스","실적2017",240
"테라사이언스","실적2018",196
"테라사이언스","실적2019",162
"테라사이언스","실적2020",NA
"테라셈","실적2017",81
"테라셈","실적2018",88
"테라셈","실적2019",123
"테라셈","실적2020",NA
"테라젠이텍스","실적2017",1076
"테라젠이텍스","실적2018",1175
"테라젠이텍스","실적2019",1381
"테라젠이텍스","실적2020",NA
"테스","실적2017",2758
"테스","실적2018",2871
"테스","실적2019",1784
"테스","실적2020",2281
"테스나","실적2017",472
"테스나","실적2018",653
"테스나","실적2019",968
"테스나","실적2020",1427
"테이팩스","실적2017",1059
"테이팩스","실적2018",1085
"테이팩스","실적2019",1126
"테이팩스","실적2020",NA
"테크윙","실적2017",2228
"테크윙","실적2018",1937
"테크윙","실적2019",1869
"테크윙","실적2020",2317
