"company","year","debt"
"보령제약","실적2017",61
"보령제약","실적2018",75
"보령제약","실적2019",79
"보령제약","실적2020",NA
"보성파워텍","실적2017",46
"보성파워텍","실적2018",58
"보성파워텍","실적2019",57
"보성파워텍","실적2020",NA
"보해양조","실적2017",118
"보해양조","실적2018",188
"보해양조","실적2019",109
"보해양조","실적2020",NA
"본느","실적2017",43
"본느","실적2018",38
"본느","실적2019",20
"본느","실적2020",NA
"부광약품","실적2017",11
"부광약품","실적2018",19
"부광약품","실적2019",19
"부광약품","실적2020",NA
"부국증권","실적2017",189
"부국증권","실적2018",208
"부국증권","실적2019",204
"부국증권","실적2020",NA
"부국철강","실적2017",15
"부국철강","실적2018",10
"부국철강","실적2019",8
"부국철강","실적2020",NA
"부방","실적2017",41
"부방","실적2018",32
"부방","실적2019",43
"부방","실적2020",NA
"부산도시가스","실적2017",56
"부산도시가스","실적2018",56
"부산도시가스","실적2019",54
"부산도시가스","실적2020",NA
"부산산업","실적2017",82
"부산산업","실적2018",87
"부산산업","실적2019",75
"부산산업","실적2020",NA
"부산주공","실적2017",350
"부산주공","실적2018",475
"부산주공","실적2019",838
"부산주공","실적2020",NA
"부스타","실적2017",22
"부스타","실적2018",20
"부스타","실적2019",27
"부스타","실적2020",NA
"뷰웍스","실적2017",9
"뷰웍스","실적2018",11
"뷰웍스","실적2019",12
"뷰웍스","실적2020",NA
"브랜드엑스코퍼레이션","실적2017",NA
"브랜드엑스코퍼레이션","실적2018",93
"브랜드엑스코퍼레이션","실적2019",191
"브랜드엑스코퍼레이션","실적2020",NA
"브레인콘텐츠","실적2017",26
"브레인콘텐츠","실적2018",57
"브레인콘텐츠","실적2019",65
"브레인콘텐츠","실적2020",NA
"브리지텍","실적2017",20
"브리지텍","실적2018",42
"브리지텍","실적2019",28
"브리지텍","실적2020",NA
"브릿지바이오","실적2017",-278
"브릿지바이오","실적2018",-125
"브릿지바이오","실적2019",6
"브릿지바이오","실적2020",NA
"브이원텍","실적2017",43
"브이원텍","실적2018",6
"브이원텍","실적2019",6
"브이원텍","실적2020",NA
"브이티지엠피","실적2017",105
"브이티지엠피","실적2018",77
"브이티지엠피","실적2019",121
"브이티지엠피","실적2020",NA
"블러썸엠앤씨","실적2017",24
"블러썸엠앤씨","실적2018",49
"블러썸엠앤씨","실적2019",41
"블러썸엠앤씨","실적2020",NA
"블루콤","실적2017",8
"블루콤","실적2018",3
"블루콤","실적2019",4
"블루콤","실적2020",NA
"비나텍","실적2017",240
"비나텍","실적2018",232
"비나텍","실적2019",147
"비나텍","실적2020",NA
"비덴트","실적2017",17
"비덴트","실적2018",16
"비덴트","실적2019",31
"비덴트","실적2020",NA
"비디아이","실적2017",205
"비디아이","실적2018",333
"비디아이","실적2019",380
"비디아이","실적2020",NA
"비보존 헬스케어","실적2017",126
"비보존 헬스케어","실적2018",47
"비보존 헬스케어","실적2019",51
"비보존 헬스케어","실적2020",NA
"비비씨","실적2017",95
"비비씨","실적2018",78
"비비씨","실적2019",68
"비비씨","실적2020",NA
"비비안","실적2017",32
"비비안","실적2018",34
"비비안","실적2019",31
"비비안","실적2020",NA
"비상교육","실적2017",22
"비상교육","실적2018",22
"비상교육","실적2019",33
"비상교육","실적2020",NA
"비씨월드제약","실적2017",45
"비씨월드제약","실적2018",79
"비씨월드제약","실적2019",77
"비씨월드제약","실적2020",NA
"비아트론","실적2017",28
"비아트론","실적2018",19
"비아트론","실적2019",12
"비아트론","실적2020",NA
"비에이치","실적2017",240
"비에이치","실적2018",149
"비에이치","실적2019",71
"비에이치","실적2020",NA
"비에이치아이","실적2017",278
"비에이치아이","실적2018",335
"비에이치아이","실적2019",429
"비에이치아이","실적2020",NA
"비엠티","실적2017",68
"비엠티","실적2018",66
"비엠티","실적2019",66
"비엠티","실적2020",NA
"비올","실적2017",30
"비올","실적2018",24
"비올","실적2019",19
"비올","실적2020",NA
"비즈니스온","실적2017",12
"비즈니스온","실적2018",12
"비즈니스온","실적2019",71
"비즈니스온","실적2020",NA
"비츠로셀","실적2017",22
"비츠로셀","실적2018",20
"비츠로셀","실적2019",15
"비츠로셀","실적2020",NA
"비츠로시스","실적2017",116
"비츠로시스","실적2018",-128
"비츠로시스","실적2019",-128
"비츠로시스","실적2020",NA
"비츠로테크","실적2017",56
"비츠로테크","실적2018",55
"비츠로테크","실적2019",48
"비츠로테크","실적2020",NA
"비케이탑스","실적2017",29
"비케이탑스","실적2018",115
"비케이탑스","실적2019",144
"비케이탑스","실적2020",NA
"비트컴퓨터","실적2017",26
"비트컴퓨터","실적2018",33
"비트컴퓨터","실적2019",27
"비트컴퓨터","실적2020",NA
"비티원","실적2017",18
"비티원","실적2018",4
"비티원","실적2019",37
"비티원","실적2020",NA
"비피도","실적2017",99
"비피도","실적2018",4
"비피도","실적2019",4
"비피도","실적2020",NA
"빅솔론","실적2017",16
"빅솔론","실적2018",11
"빅솔론","실적2019",11
"빅솔론","실적2020",NA
"빅텍","실적2017",81
"빅텍","실적2018",85
"빅텍","실적2019",133
"빅텍","실적2020",NA
"빅히트","실적2017",50
"빅히트","실적2018",135
"빅히트","실적2019",109
"빅히트","실적2020",NA
"빙그레","실적2017",20
"빙그레","실적2018",19
"빙그레","실적2019",19
"빙그레","실적2020",NA
"빛샘전자","실적2017",17
"빛샘전자","실적2018",16
"빛샘전자","실적2019",15
"빛샘전자","실적2020",NA
"사람인에이치알","실적2017",29
"사람인에이치알","실적2018",16
"사람인에이치알","실적2019",17
"사람인에이치알","실적2020",NA
"사조대림","실적2017",125
"사조대림","실적2018",127
"사조대림","실적2019",152
"사조대림","실적2020",NA
"사조동아원","실적2017",202
"사조동아원","실적2018",164
"사조동아원","실적2019",136
"사조동아원","실적2020",NA
"사조산업","실적2017",127
"사조산업","실적2018",130
"사조산업","실적2019",134
"사조산업","실적2020",NA
"사조씨푸드","실적2017",71
"사조씨푸드","실적2018",73
"사조씨푸드","실적2019",70
"사조씨푸드","실적2020",NA
"사조오양","실적2017",103
"사조오양","실적2018",98
"사조오양","실적2019",85
"사조오양","실적2020",NA
"삼강엠앤티","실적2017",112
"삼강엠앤티","실적2018",138
"삼강엠앤티","실적2019",220
"삼강엠앤티","실적2020",NA
"삼기","실적2017",183
"삼기","실적2018",196
"삼기","실적2019",212
"삼기","실적2020",NA
"삼륭물산","실적2017",88
"삼륭물산","실적2018",85
"삼륭물산","실적2019",75
"삼륭물산","실적2020",NA
"삼목에스폼","실적2017",16
"삼목에스폼","실적2018",13
"삼목에스폼","실적2019",15
"삼목에스폼","실적2020",NA
"삼보모터스","실적2017",251
"삼보모터스","실적2018",248
"삼보모터스","실적2019",271
"삼보모터스","실적2020",NA
"삼보산업","실적2017",540
"삼보산업","실적2018",547
"삼보산업","실적2019",468
"삼보산업","실적2020",NA
"삼보판지","실적2017",70
"삼보판지","실적2018",49
"삼보판지","실적2019",34
"삼보판지","실적2020",NA
"삼본전자","실적2017",9
"삼본전자","실적2018",55
"삼본전자","실적2019",41
"삼본전자","실적2020",NA
"삼부토건","실적2017",210
"삼부토건","실적2018",117
"삼부토건","실적2019",109
"삼부토건","실적2020",NA
"삼성SDI","실적2017",37
"삼성SDI","실적2018",58
"삼성SDI","실적2019",56
"삼성SDI","실적2020",NA
"삼성공조","실적2017",26
"삼성공조","실적2018",21
"삼성공조","실적2019",18
"삼성공조","실적2020",NA
"삼성머스트스팩3호","실적2017",NA
"삼성머스트스팩3호","실적2018",8
"삼성머스트스팩3호","실적2019",8
"삼성머스트스팩3호","실적2020",NA
"삼성물산","실적2017",95
"삼성물산","실적2018",88
"삼성물산","실적2019",71
"삼성물산","실적2020",NA
"삼성바이오로직스","실적2017",80
"삼성바이오로직스","실적2018",43
"삼성바이오로직스","실적2019",35
"삼성바이오로직스","실적2020",NA
"삼성생명","실적2017",808
"삼성생명","실적2018",848
"삼성생명","실적2019",738
"삼성생명","실적2020",NA
"삼성스팩2호","실적2017",NA
"삼성스팩2호","실적2018",6
"삼성스팩2호","실적2019",6
"삼성스팩2호","실적2020",NA
"삼성에스디에스","실적2017",27
"삼성에스디에스","실적2018",30
"삼성에스디에스","실적2019",34
"삼성에스디에스","실적2020",NA
"삼성엔지니어링","실적2017",406
"삼성엔지니어링","실적2018",347
"삼성엔지니어링","실적2019",248
"삼성엔지니어링","실적2020",NA
"삼성전기","실적2017",79
"삼성전기","실적2018",74
"삼성전기","실적2019",59
"삼성전기","실적2020",NA
"삼성전자","실적2017",40
"삼성전자","실적2018",36
"삼성전자","실적2019",34
"삼성전자","실적2020",NA
"삼성제약","실적2017",64
"삼성제약","실적2018",22
"삼성제약","실적2019",18
"삼성제약","실적2020",NA
"삼성중공업","실적2017",138
"삼성중공업","실적2018",111
"삼성중공업","실적2019",159
"삼성중공업","실적2020",NA
"삼성증권","실적2017",760
"삼성증권","실적2018",722
"삼성증권","실적2019",803
"삼성증권","실적2020",NA
"삼성출판사","실적2017",58
"삼성출판사","실적2018",64
"삼성출판사","실적2019",98
"삼성출판사","실적2020",NA
"삼성카드","실적2017",233
"삼성카드","실적2018",240
"삼성카드","실적2019",219
"삼성카드","실적2020",NA
"삼성화재해상보험","실적2017",533
"삼성화재해상보험","실적2018",542
"삼성화재해상보험","실적2019",494
"삼성화재해상보험","실적2020",NA
"삼아알미늄","실적2017",83
"삼아알미늄","실적2018",86
"삼아알미늄","실적2019",91
"삼아알미늄","실적2020",NA
"삼아제약","실적2017",7
"삼아제약","실적2018",7
"삼아제약","실적2019",13
"삼아제약","실적2020",NA
"삼양사","실적2017",71
"삼양사","실적2018",71
"삼양사","실적2019",84
"삼양사","실적2020",NA
"삼양식품","실적2017",96
"삼양식품","실적2018",75
"삼양식품","실적2019",63
"삼양식품","실적2020",NA
"삼양옵틱스","실적2017",23
"삼양옵틱스","실적2018",26
"삼양옵틱스","실적2019",25
"삼양옵틱스","실적2020",NA
"삼양통상","실적2017",14
"삼양통상","실적2018",11
"삼양통상","실적2019",13
"삼양통상","실적2020",NA
"삼양패키징","실적2017",102
"삼양패키징","실적2018",105
"삼양패키징","실적2019",97
"삼양패키징","실적2020",NA
"삼양홀딩스","실적2017",68
"삼양홀딩스","실적2018",65
"삼양홀딩스","실적2019",76
"삼양홀딩스","실적2020",NA
"삼영무역","실적2017",17
"삼영무역","실적2018",15
"삼영무역","실적2019",28
"삼영무역","실적2020",NA
"삼영엠텍","실적2017",49
"삼영엠텍","실적2018",43
"삼영엠텍","실적2019",50
"삼영엠텍","실적2020",NA
"삼영이엔씨","실적2017",8
"삼영이엔씨","실적2018",12
"삼영이엔씨","실적2019",14
"삼영이엔씨","실적2020",NA
"삼영전자공업","실적2017",5
"삼영전자공업","실적2018",5
"삼영전자공업","실적2019",3
"삼영전자공업","실적2020",NA
"삼영화학공업","실적2017",106
"삼영화학공업","실적2018",127
"삼영화학공업","실적2019",141
"삼영화학공업","실적2020",NA
"삼원강재","실적2017",25
"삼원강재","실적2018",23
"삼원강재","실적2019",18
"삼원강재","실적2020",NA
"삼익THK","실적2017",69
"삼익THK","실적2018",89
"삼익THK","실적2019",108
"삼익THK","실적2020",NA
"삼익악기","실적2017",190
"삼익악기","실적2018",181
"삼익악기","실적2019",173
"삼익악기","실적2020",NA
"삼일","실적2017",38
"삼일","실적2018",44
"삼일","실적2019",52
"삼일","실적2020",NA
"삼일기업공사","실적2017",18
"삼일기업공사","실적2018",8
"삼일기업공사","실적2019",18
"삼일기업공사","실적2020",NA
"삼일씨엔에스","실적2017",26
"삼일씨엔에스","실적2018",22
"삼일씨엔에스","실적2019",20
"삼일씨엔에스","실적2020",NA
"삼일제약","실적2017",164
"삼일제약","실적2018",163
"삼일제약","실적2019",195
"삼일제약","실적2020",NA
"삼정펄프","실적2017",12
"삼정펄프","실적2018",11
"삼정펄프","실적2019",11
"삼정펄프","실적2020",NA
"삼지전자","실적2017",73
"삼지전자","실적2018",87
"삼지전자","실적2019",68
"삼지전자","실적2020",NA
"삼진","실적2017",25
"삼진","실적2018",21
"삼진","실적2019",25
"삼진","실적2020",NA
"삼진엘앤디","실적2017",82
"삼진엘앤디","실적2018",85
"삼진엘앤디","실적2019",84
"삼진엘앤디","실적2020",NA
"삼진제약","실적2017",25
"삼진제약","실적2018",27
"삼진제약","실적2019",23
"삼진제약","실적2020",NA
"삼천당제약","실적2017",18
"삼천당제약","실적2018",26
"삼천당제약","실적2019",30
"삼천당제약","실적2020",NA
"삼천리","실적2017",173
"삼천리","실적2018",170
